Date,Site Name,Total Gas Production,Gas Sales
12/20/2020,CEPO FEDERAL 3-19ST,0,0
12/21/2020,CEPO FEDERAL 3-19ST,0,0
12/22/2020,CEPO FEDERAL 3-19ST,0,0
12/23/2020,CEPO FEDERAL 3-19ST,0,0
12/24/2020,CEPO FEDERAL 3-19ST,0,0
12/25/2020,CEPO FEDERAL 3-19ST,0,0
12/26/2020,CEPO FEDERAL 3-19ST,0,0
12/27/2020,CEPO FEDERAL 3-19ST,0,0
12/28/2020,CEPO FEDERAL 3-19ST,0,0
12/29/2020,CEPO FEDERAL 3-19ST,0,0
12/30/2020,CEPO FEDERAL 3-19ST,0,0
12/31/2020,CEPO FEDERAL 3-19ST,0,0
12/1/2020,ENDURANCE 11-21-1V,0,0
12/2/2020,ENDURANCE 11-21-1V,0,0
12/3/2020,ENDURANCE 11-21-1V,0,0
12/4/2020,ENDURANCE 11-21-1V,65,0
12/5/2020,ENDURANCE 11-21-1V,0,0
12/6/2020,ENDURANCE 11-21-1V,257,0
12/7/2020,ENDURANCE 11-21-1V,0,0
12/8/2020,ENDURANCE 11-21-1V,0,0
12/9/2020,ENDURANCE 11-21-1V,25,0
12/10/2020,ENDURANCE 11-21-1V,24,0
12/11/2020,ENDURANCE 11-21-1V,32,0
12/12/2020,ENDURANCE 11-21-1V,9.6,0
12/13/2020,ENDURANCE 11-21-1V,0,0
12/14/2020,ENDURANCE 11-21-1V,33,0
12/15/2020,ENDURANCE 11-21-1V,24,0
12/16/2020,ENDURANCE 11-21-1V,16,0
12/17/2020,ENDURANCE 11-21-1V,0,0
12/18/2020,ENDURANCE 11-21-1V,0,0
12/19/2020,ENDURANCE 11-21-1V,0,0
12/20/2020,ENDURANCE 11-21-1V,128,0
12/21/2020,ENDURANCE 11-21-1V,180,0
12/22/2020,ENDURANCE 11-21-1V,69,0
12/23/2020,ENDURANCE 11-21-1V,52,0
12/24/2020,ENDURANCE 11-21-1V,64,0
12/25/2020,ENDURANCE 11-21-1V,62,0
12/26/2020,ENDURANCE 11-21-1V,53,0
12/27/2020,ENDURANCE 11-21-1V,178,0
12/28/2020,ENDURANCE 11-21-1V,83,0
12/29/2020,ENDURANCE 11-21-1V,32,0
12/30/2020,ENDURANCE 11-21-1V,167,0
12/31/2020,ENDURANCE 11-21-1V,308,0
12/1/2020,ENDURANCE 1595 S29-18V,275.33,254.21
12/2/2020,ENDURANCE 1595 S29-18V,302.74,0
12/3/2020,ENDURANCE 1595 S29-18V,297.73,0
12/4/2020,ENDURANCE 1595 S29-18V,298.66,0
12/5/2020,ENDURANCE 1595 S29-18V,299.45,0
12/6/2020,ENDURANCE 1595 S29-18V,304.44,0
12/7/2020,ENDURANCE 1595 S29-18V,309.45,0
12/8/2020,ENDURANCE 1595 S29-18V,300.22,0
12/9/2020,ENDURANCE 1595 S29-18V,269.71,0
12/10/2020,ENDURANCE 1595 S29-18V,288.9,0
12/11/2020,ENDURANCE 1595 S29-18V,288.07,0
12/12/2020,ENDURANCE 1595 S29-18V,519.72,0
12/13/2020,ENDURANCE 1595 S29-18V,436.74,0
12/14/2020,ENDURANCE 1595 S29-18V,395.06,0
12/15/2020,ENDURANCE 1595 S29-18V,223.39,0
12/16/2020,ENDURANCE 1595 S29-18V,445.91,0
12/17/2020,ENDURANCE 1595 S29-18V,414.66,0
12/18/2020,ENDURANCE 1595 S29-18V,345.07,317.63
12/19/2020,ENDURANCE 1595 S29-18V,337.9,311.98
12/20/2020,ENDURANCE 1595 S29-18V,343.59,317.17
12/21/2020,ENDURANCE 1595 S29-18V,341.67,315.33
12/22/2020,ENDURANCE 1595 S29-18V,344.06,317.85
12/23/2020,ENDURANCE 1595 S29-18V,332.78,306.27
12/24/2020,ENDURANCE 1595 S29-18V,309.48,283.07
12/25/2020,ENDURANCE 1595 S29-18V,316.6,292.07
12/26/2020,ENDURANCE 1595 S29-18V,337.29,310.44
12/27/2020,ENDURANCE 1595 S29-18V,324.27,298.73
12/28/2020,ENDURANCE 1595 S29-18V,277.21,251.57
12/29/2020,ENDURANCE 1595 S29-18V,297.77,265.62
12/30/2020,ENDURANCE 1595 S29-18V,382.86,343.69
12/31/2020,ENDURANCE 1595 S29-18V,456.01,424.37
12/1/2020,ENDURANCE 1595 S29-29V,130,120.04
12/2/2020,ENDURANCE 1595 S29-29V,144.08,0
12/3/2020,ENDURANCE 1595 S29-29V,152.87,0
12/4/2020,ENDURANCE 1595 S29-29V,144.46,0
12/5/2020,ENDURANCE 1595 S29-29V,149.59,0
12/6/2020,ENDURANCE 1595 S29-29V,148.67,0
12/7/2020,ENDURANCE 1595 S29-29V,152.9,0
12/8/2020,ENDURANCE 1595 S29-29V,145.44,0
12/9/2020,ENDURANCE 1595 S29-29V,145.76,0
12/10/2020,ENDURANCE 1595 S29-29V,137.6,0
12/11/2020,ENDURANCE 1595 S29-29V,142.68,0
12/12/2020,ENDURANCE 1595 S29-29V,155.21,0
12/13/2020,ENDURANCE 1595 S29-29V,139.64,0
12/14/2020,ENDURANCE 1595 S29-29V,137.39,0
12/15/2020,ENDURANCE 1595 S29-29V,125.88,0
12/16/2020,ENDURANCE 1595 S29-29V,139.32,0
12/17/2020,ENDURANCE 1595 S29-29V,140.23,0
12/18/2020,ENDURANCE 1595 S29-29V,125.59,115.61
12/19/2020,ENDURANCE 1595 S29-29V,125.66,116.02
12/20/2020,ENDURANCE 1595 S29-29V,136.48,125.98
12/21/2020,ENDURANCE 1595 S29-29V,123.65,114.12
12/22/2020,ENDURANCE 1595 S29-29V,125.85,116.27
12/23/2020,ENDURANCE 1595 S29-29V,124.37,114.46
12/24/2020,ENDURANCE 1595 S29-29V,117.86,107.8
12/25/2020,ENDURANCE 1595 S29-29V,125.21,115.51
12/26/2020,ENDURANCE 1595 S29-29V,125.87,115.85
12/27/2020,ENDURANCE 1595 S29-29V,122.23,112.61
12/28/2020,ENDURANCE 1595 S29-29V,107.02,97.12
12/29/2020,ENDURANCE 1595 S29-29V,114.8,102.4
12/30/2020,ENDURANCE 1595 S29-29V,147.34,132.27
12/31/2020,ENDURANCE 1595 S29-29V,177.34,165.04
12/1/2020,ENDURANCE 1595 S32-13V,88.58,81.79
12/2/2020,ENDURANCE 1595 S32-13V,102.77,0
12/3/2020,ENDURANCE 1595 S32-13V,60.74,0
12/4/2020,ENDURANCE 1595 S32-13V,60.93,0
12/5/2020,ENDURANCE 1595 S32-13V,16.49,0
12/6/2020,ENDURANCE 1595 S32-13V,193.04,0
12/7/2020,ENDURANCE 1595 S32-13V,221.6,0
12/8/2020,ENDURANCE 1595 S32-13V,211.47,0
12/9/2020,ENDURANCE 1595 S32-13V,203.18,0
12/10/2020,ENDURANCE 1595 S32-13V,190,0
12/11/2020,ENDURANCE 1595 S32-13V,189.46,0
12/12/2020,ENDURANCE 1595 S32-13V,151.33,0
12/13/2020,ENDURANCE 1595 S32-13V,189.16,0
12/14/2020,ENDURANCE 1595 S32-13V,189.4,0
12/15/2020,ENDURANCE 1595 S32-13V,202.52,0
12/16/2020,ENDURANCE 1595 S32-13V,216.48,0
12/17/2020,ENDURANCE 1595 S32-13V,217.74,0
12/18/2020,ENDURANCE 1595 S32-13V,183.99,169.36
12/19/2020,ENDURANCE 1595 S32-13V,177.07,163.49
12/20/2020,ENDURANCE 1595 S32-13V,176.25,162.7
12/21/2020,ENDURANCE 1595 S32-13V,181.44,167.46
12/22/2020,ENDURANCE 1595 S32-13V,178.04,164.48
12/23/2020,ENDURANCE 1595 S32-13V,141.13,129.89
12/24/2020,ENDURANCE 1595 S32-13V,135.58,124.01
12/25/2020,ENDURANCE 1595 S32-13V,159.97,147.57
12/26/2020,ENDURANCE 1595 S32-13V,158.89,146.24
12/27/2020,ENDURANCE 1595 S32-13V,179.81,165.65
12/28/2020,ENDURANCE 1595 S32-13V,162.5,147.47
12/29/2020,ENDURANCE 1595 S32-13V,174.31,155.49
12/30/2020,ENDURANCE 1595 S32-13V,196.18,176.11
12/31/2020,ENDURANCE 1595 S32-13V,261.24,243.11
12/1/2020,ENDURANCE 1595 S32-19V,212.03,195.77
12/2/2020,ENDURANCE 1595 S32-19V,223.24,0
12/3/2020,ENDURANCE 1595 S32-19V,238.21,0
12/4/2020,ENDURANCE 1595 S32-19V,238.95,0
12/5/2020,ENDURANCE 1595 S32-19V,226.23,0
12/6/2020,ENDURANCE 1595 S32-19V,224.85,0
12/7/2020,ENDURANCE 1595 S32-19V,127.2,0
12/8/2020,ENDURANCE 1595 S32-19V,243.17,0
12/9/2020,ENDURANCE 1595 S32-19V,243.71,0
12/10/2020,ENDURANCE 1595 S32-19V,166.14,0
12/11/2020,ENDURANCE 1595 S32-19V,223.64,0
12/12/2020,ENDURANCE 1595 S32-19V,232.28,0
12/13/2020,ENDURANCE 1595 S32-19V,211.48,0
12/14/2020,ENDURANCE 1595 S32-19V,228.82,0
12/15/2020,ENDURANCE 1595 S32-19V,186.99,0
12/16/2020,ENDURANCE 1595 S32-19V,205.76,0
12/17/2020,ENDURANCE 1595 S32-19V,206,0
12/18/2020,ENDURANCE 1595 S32-19V,180.22,165.89
12/19/2020,ENDURANCE 1595 S32-19V,181.1,167.21
12/20/2020,ENDURANCE 1595 S32-19V,176.23,162.68
12/21/2020,ENDURANCE 1595 S32-19V,199.44,184.07
12/22/2020,ENDURANCE 1595 S32-19V,186.54,172.33
12/23/2020,ENDURANCE 1595 S32-19V,184.45,169.75
12/24/2020,ENDURANCE 1595 S32-19V,166.43,152.23
12/25/2020,ENDURANCE 1595 S32-19V,194.68,179.6
12/26/2020,ENDURANCE 1595 S32-19V,176.33,162.29
12/27/2020,ENDURANCE 1595 S32-19V,171.88,158.34
12/28/2020,ENDURANCE 1595 S32-19V,148.35,134.63
12/29/2020,ENDURANCE 1595 S32-19V,166.02,148.1
12/30/2020,ENDURANCE 1595 S32-19V,211.45,189.82
12/31/2020,ENDURANCE 1595 S32-19V,254.51,236.85
12/1/2020,ENDURANCE 1595 S32-21V,160.04,147.77
12/2/2020,ENDURANCE 1595 S32-21V,177.73,0
12/3/2020,ENDURANCE 1595 S32-21V,177.26,0
12/4/2020,ENDURANCE 1595 S32-21V,147.89,0
12/5/2020,ENDURANCE 1595 S32-21V,202.75,0
12/6/2020,ENDURANCE 1595 S32-21V,180.09,0
12/7/2020,ENDURANCE 1595 S32-21V,175.66,0
12/8/2020,ENDURANCE 1595 S32-21V,175.05,0
12/9/2020,ENDURANCE 1595 S32-21V,163.47,0
12/10/2020,ENDURANCE 1595 S32-21V,163.93,0
12/11/2020,ENDURANCE 1595 S32-21V,164.61,0
12/12/2020,ENDURANCE 1595 S32-21V,149.83,0
12/13/2020,ENDURANCE 1595 S32-21V,157.8,0
12/14/2020,ENDURANCE 1595 S32-21V,170.62,0
12/15/2020,ENDURANCE 1595 S32-21V,154.93,0
12/16/2020,ENDURANCE 1595 S32-21V,167.18,0
12/17/2020,ENDURANCE 1595 S32-21V,167.5,0
12/18/2020,ENDURANCE 1595 S32-21V,141.47,130.23
12/19/2020,ENDURANCE 1595 S32-21V,150.98,139.39
12/20/2020,ENDURANCE 1595 S32-21V,143.73,132.68
12/21/2020,ENDURANCE 1595 S32-21V,144.58,133.44
12/22/2020,ENDURANCE 1595 S32-21V,144.79,133.76
12/23/2020,ENDURANCE 1595 S32-21V,130.04,119.68
12/24/2020,ENDURANCE 1595 S32-21V,124.92,114.26
12/25/2020,ENDURANCE 1595 S32-21V,123.93,114.33
12/26/2020,ENDURANCE 1595 S32-21V,188.08,173.11
12/27/2020,ENDURANCE 1595 S32-21V,182.66,168.27
12/28/2020,ENDURANCE 1595 S32-21V,134.43,121.99
12/29/2020,ENDURANCE 1595 S32-21V,136.83,122.06
12/30/2020,ENDURANCE 1595 S32-21V,174.01,156.21
12/31/2020,ENDURANCE 1595 S32-21V,202.21,188.18
12/1/2020,ENDURANCE 1595 S32-25V,210.15,194.03
12/2/2020,ENDURANCE 1595 S32-25V,225,0
12/3/2020,ENDURANCE 1595 S32-25V,230.88,0
12/4/2020,ENDURANCE 1595 S32-25V,229.64,0
12/5/2020,ENDURANCE 1595 S32-25V,226.01,0
12/6/2020,ENDURANCE 1595 S32-25V,225.04,0
12/7/2020,ENDURANCE 1595 S32-25V,232.51,0
12/8/2020,ENDURANCE 1595 S32-25V,226.1,0
12/9/2020,ENDURANCE 1595 S32-25V,226.6,0
12/10/2020,ENDURANCE 1595 S32-25V,238.01,0
12/11/2020,ENDURANCE 1595 S32-25V,237.45,0
12/12/2020,ENDURANCE 1595 S32-25V,222.5,0
12/13/2020,ENDURANCE 1595 S32-25V,238.98,0
12/14/2020,ENDURANCE 1595 S32-25V,235.22,0
12/15/2020,ENDURANCE 1595 S32-25V,227.83,0
12/16/2020,ENDURANCE 1595 S32-25V,236.84,0
12/17/2020,ENDURANCE 1595 S32-25V,237.15,0
12/18/2020,ENDURANCE 1595 S32-25V,201.75,185.7
12/19/2020,ENDURANCE 1595 S32-25V,243.28,224.62
12/20/2020,ENDURANCE 1595 S32-25V,226.05,208.67
12/21/2020,ENDURANCE 1595 S32-25V,219.84,202.89
12/22/2020,ENDURANCE 1595 S32-25V,218.4,201.76
12/23/2020,ENDURANCE 1595 S32-25V,203.3,187.11
12/24/2020,ENDURANCE 1595 S32-25V,205.63,188.08
12/25/2020,ENDURANCE 1595 S32-25V,220.12,203.07
12/26/2020,ENDURANCE 1595 S32-25V,218.64,201.24
12/27/2020,ENDURANCE 1595 S32-25V,207.76,191.4
12/28/2020,ENDURANCE 1595 S32-25V,175.32,159.1
12/29/2020,ENDURANCE 1595 S32-25V,192.94,172.11
12/30/2020,ENDURANCE 1595 S32-25V,0,0
12/31/2020,ENDURANCE 1595 S32-25V,292.24,271.96
12/1/2020,ENDURANCE 1595 S32-26V,531.62,490.85
12/2/2020,ENDURANCE 1595 S32-26V,580.81,0
12/3/2020,ENDURANCE 1595 S32-26V,575.05,0
12/4/2020,ENDURANCE 1595 S32-26V,576.84,0
12/5/2020,ENDURANCE 1595 S32-26V,563.22,0
12/6/2020,ENDURANCE 1595 S32-26V,559.77,0
12/7/2020,ENDURANCE 1595 S32-26V,560.3,0
12/8/2020,ENDURANCE 1595 S32-26V,553.3,0
12/9/2020,ENDURANCE 1595 S32-26V,554.52,0
12/10/2020,ENDURANCE 1595 S32-26V,554.27,0
12/11/2020,ENDURANCE 1595 S32-26V,554.8,0
12/12/2020,ENDURANCE 1595 S32-26V,518.82,0
12/13/2020,ENDURANCE 1595 S32-26V,561.42,0
12/14/2020,ENDURANCE 1595 S32-26V,568.59,0
12/15/2020,ENDURANCE 1595 S32-26V,521.06,0
12/16/2020,ENDURANCE 1595 S32-26V,546.55,0
12/17/2020,ENDURANCE 1595 S32-26V,547.78,0
12/18/2020,ENDURANCE 1595 S32-26V,470.82,433.38
12/19/2020,ENDURANCE 1595 S32-26V,491.44,453.74
12/20/2020,ENDURANCE 1595 S32-26V,490.35,452.64
12/21/2020,ENDURANCE 1595 S32-26V,491.61,453.72
12/22/2020,ENDURANCE 1595 S32-26V,493.35,455.77
12/23/2020,ENDURANCE 1595 S32-26V,478.07,439.98
12/24/2020,ENDURANCE 1595 S32-26V,447.02,408.88
12/25/2020,ENDURANCE 1595 S32-26V,482.37,444.99
12/26/2020,ENDURANCE 1595 S32-26V,466.68,429.54
12/27/2020,ENDURANCE 1595 S32-26V,466.72,429.97
12/28/2020,ENDURANCE 1595 S32-26V,406.4,368.81
12/29/2020,ENDURANCE 1595 S32-26V,169.14,150.88
12/30/2020,ENDURANCE 1595 S32-26V,193.83,174
12/31/2020,ENDURANCE 1595 S32-26V,233.29,217.11
12/1/2020,ENDURANCE 21-32,21.16,19.54
12/2/2020,ENDURANCE 21-32,20.17,0
12/3/2020,ENDURANCE 21-32,19.99,0
12/4/2020,ENDURANCE 21-32,20.67,0
12/5/2020,ENDURANCE 21-32,21.2,0
12/6/2020,ENDURANCE 21-32,10.87,0
12/7/2020,ENDURANCE 21-32,25.83,0
12/8/2020,ENDURANCE 21-32,29.31,0
12/9/2020,ENDURANCE 21-32,20.19,0
12/10/2020,ENDURANCE 21-32,17.67,0
12/11/2020,ENDURANCE 21-32,10.5,0
12/12/2020,ENDURANCE 21-32,18.63,0
12/13/2020,ENDURANCE 21-32,21.93,0
12/14/2020,ENDURANCE 21-32,16.37,0
12/15/2020,ENDURANCE 21-32,14.87,0
12/16/2020,ENDURANCE 21-32,14.97,0
12/17/2020,ENDURANCE 21-32,16.61,0
12/18/2020,ENDURANCE 21-32,13.26,12.21
12/19/2020,ENDURANCE 21-32,8.18,7.55
12/20/2020,ENDURANCE 21-32,15.69,14.48
12/21/2020,ENDURANCE 21-32,20.54,18.96
12/22/2020,ENDURANCE 21-32,17.09,15.79
12/23/2020,ENDURANCE 21-32,15.06,13.86
12/24/2020,ENDURANCE 21-32,12.76,11.68
12/25/2020,ENDURANCE 21-32,12.86,11.86
12/26/2020,ENDURANCE 21-32,11.17,10.28
12/27/2020,ENDURANCE 21-32,9.81,9.03
12/28/2020,ENDURANCE 21-32,8.04,7.29
12/29/2020,ENDURANCE 21-32,8.22,7.34
12/30/2020,ENDURANCE 21-32,9.92,8.91
12/31/2020,ENDURANCE 21-32,11.17,10.39
12/1/2020,ENDURANCE 41-29S1LH,155.6,0
12/2/2020,ENDURANCE 41-29S1LH,150.36,0
12/3/2020,ENDURANCE 41-29S1LH,167.13,0
12/4/2020,ENDURANCE 41-29S1LH,153.56,0
12/5/2020,ENDURANCE 41-29S1LH,118.32,0
12/6/2020,ENDURANCE 41-29S1LH,177.38,0
12/7/2020,ENDURANCE 41-29S1LH,109.4,0
12/8/2020,ENDURANCE 41-29S1LH,134.41,0
12/9/2020,ENDURANCE 41-29S1LH,128.58,0
12/10/2020,ENDURANCE 41-29S1LH,144.55,0
12/11/2020,ENDURANCE 41-29S1LH,144.23,0
12/12/2020,ENDURANCE 41-29S1LH,160.31,0
12/13/2020,ENDURANCE 41-29S1LH,186.32,0
12/14/2020,ENDURANCE 41-29S1LH,107.53,0
12/15/2020,ENDURANCE 41-29S1LH,95.63,0
12/16/2020,ENDURANCE 41-29S1LH,191.85,0
12/17/2020,ENDURANCE 41-29S1LH,150.13,0
12/18/2020,ENDURANCE 41-29S1LH,137.42,0
12/19/2020,ENDURANCE 41-29S1LH,90.06,0
12/20/2020,ENDURANCE 41-29S1LH,93.09,0
12/21/2020,ENDURANCE 41-29S1LH,135.48,0
12/22/2020,ENDURANCE 41-29S1LH,143.38,0
12/23/2020,ENDURANCE 41-29S1LH,169.92,0
12/24/2020,ENDURANCE 41-29S1LH,195.36,0
12/25/2020,ENDURANCE 41-29S1LH,153.77,0
12/26/2020,ENDURANCE 41-29S1LH,202.28,0
12/27/2020,ENDURANCE 41-29S1LH,199.53,0
12/28/2020,ENDURANCE 41-29S1LH,212.23,0
12/29/2020,ENDURANCE 41-29S1LH,185.91,0
12/30/2020,ENDURANCE 41-29S1LH,164.83,0
12/31/2020,ENDURANCE 41-29S1LH,158.08,0
12/1/2020,ENDURANCE 41-29S1MH,146.17,0
12/2/2020,ENDURANCE 41-29S1MH,151.31,0
12/3/2020,ENDURANCE 41-29S1MH,176.24,0
12/4/2020,ENDURANCE 41-29S1MH,131.57,0
12/5/2020,ENDURANCE 41-29S1MH,136.31,0
12/6/2020,ENDURANCE 41-29S1MH,164.18,0
12/7/2020,ENDURANCE 41-29S1MH,135.46,0
12/8/2020,ENDURANCE 41-29S1MH,163.88,0
12/9/2020,ENDURANCE 41-29S1MH,186.32,0
12/10/2020,ENDURANCE 41-29S1MH,171.35,0
12/11/2020,ENDURANCE 41-29S1MH,134.64,0
12/12/2020,ENDURANCE 41-29S1MH,174.38,0
12/13/2020,ENDURANCE 41-29S1MH,160.69,0
12/14/2020,ENDURANCE 41-29S1MH,134.5,0
12/15/2020,ENDURANCE 41-29S1MH,140.49,0
12/16/2020,ENDURANCE 41-29S1MH,171.26,0
12/17/2020,ENDURANCE 41-29S1MH,148.06,0
12/18/2020,ENDURANCE 41-29S1MH,151.02,0
12/19/2020,ENDURANCE 41-29S1MH,179.49,0
12/20/2020,ENDURANCE 41-29S1MH,128.97,0
12/21/2020,ENDURANCE 41-29S1MH,187.56,0
12/22/2020,ENDURANCE 41-29S1MH,152.51,0
12/23/2020,ENDURANCE 41-29S1MH,161.71,0
12/24/2020,ENDURANCE 41-29S1MH,166.03,0
12/25/2020,ENDURANCE 41-29S1MH,144.91,0
12/26/2020,ENDURANCE 41-29S1MH,160.71,0
12/27/2020,ENDURANCE 41-29S1MH,121.36,0
12/28/2020,ENDURANCE 41-29S1MH,165.38,0
12/29/2020,ENDURANCE 41-29S1MH,106.99,0
12/30/2020,ENDURANCE 41-29S1MH,0.44,0
12/31/2020,ENDURANCE 41-29S1MH,186.96,0
12/1/2020,ENDURANCE 41-29S1UH,808.37,0
12/2/2020,ENDURANCE 41-29S1UH,809.63,0
12/3/2020,ENDURANCE 41-29S1UH,801.08,0
12/4/2020,ENDURANCE 41-29S1UH,815.5,0
12/5/2020,ENDURANCE 41-29S1UH,821.64,0
12/6/2020,ENDURANCE 41-29S1UH,781.31,0
12/7/2020,ENDURANCE 41-29S1UH,780.72,0
12/8/2020,ENDURANCE 41-29S1UH,815.65,0
12/9/2020,ENDURANCE 41-29S1UH,807.57,0
12/10/2020,ENDURANCE 41-29S1UH,808.28,0
12/11/2020,ENDURANCE 41-29S1UH,805.06,0
12/12/2020,ENDURANCE 41-29S1UH,804.02,0
12/13/2020,ENDURANCE 41-29S1UH,799.02,0
12/14/2020,ENDURANCE 41-29S1UH,813.98,0
12/15/2020,ENDURANCE 41-29S1UH,811.01,0
12/16/2020,ENDURANCE 41-29S1UH,799.34,0
12/17/2020,ENDURANCE 41-29S1UH,770.66,0
12/18/2020,ENDURANCE 41-29S1UH,765.77,0
12/19/2020,ENDURANCE 41-29S1UH,807.67,0
12/20/2020,ENDURANCE 41-29S1UH,731.14,0
12/21/2020,ENDURANCE 41-29S1UH,596.29,0
12/22/2020,ENDURANCE 41-29S1UH,597.97,0
12/23/2020,ENDURANCE 41-29S1UH,598.62,0
12/24/2020,ENDURANCE 41-29S1UH,593.06,0
12/25/2020,ENDURANCE 41-29S1UH,596.08,0
12/26/2020,ENDURANCE 41-29S1UH,573.74,0
12/27/2020,ENDURANCE 41-29S1UH,603.19,0
12/28/2020,ENDURANCE 41-29S1UH,593.76,0
12/29/2020,ENDURANCE 41-29S1UH,601.33,0
12/30/2020,ENDURANCE 41-29S1UH,600.08,0
12/31/2020,ENDURANCE 41-29S1UH,597.75,0
12/1/2020,ENDURANCE 42-30-1V,79,0
12/2/2020,ENDURANCE 42-30-1V,75,0
12/3/2020,ENDURANCE 42-30-1V,192,0
12/4/2020,ENDURANCE 42-30-1V,394,0
12/5/2020,ENDURANCE 42-30-1V,472,0
12/6/2020,ENDURANCE 42-30-1V,77,0
12/7/2020,ENDURANCE 42-30-1V,49,0
12/8/2020,ENDURANCE 42-30-1V,50,0
12/9/2020,ENDURANCE 42-30-1V,129,0
12/10/2020,ENDURANCE 42-30-1V,69,0
12/11/2020,ENDURANCE 42-30-1V,56,0
12/12/2020,ENDURANCE 42-30-1V,1274,0
12/13/2020,ENDURANCE 42-30-1V,70,0
12/14/2020,ENDURANCE 42-30-1V,50,0
12/15/2020,ENDURANCE 42-30-1V,50,0
12/16/2020,ENDURANCE 42-30-1V,68,0
12/17/2020,ENDURANCE 42-30-1V,84,0
12/18/2020,ENDURANCE 42-30-1V,0,0
12/19/2020,ENDURANCE 42-30-1V,52,0
12/20/2020,ENDURANCE 42-30-1V,87,0
12/21/2020,ENDURANCE 42-30-1V,53,0
12/22/2020,ENDURANCE 42-30-1V,72,0
12/23/2020,ENDURANCE 42-30-1V,60,0
12/24/2020,ENDURANCE 42-30-1V,77,0
12/25/2020,ENDURANCE 42-30-1V,36,0
12/26/2020,ENDURANCE 42-30-1V,74,0
12/27/2020,ENDURANCE 42-30-1V,74,0
12/28/2020,ENDURANCE 42-30-1V,39,0
12/29/2020,ENDURANCE 42-30-1V,90,0
12/30/2020,ENDURANCE 42-30-1V,58,0
12/31/2020,ENDURANCE 42-30-1V,72,0
12/1/2020,ENDURANCE 44-32,159.12,0
12/2/2020,ENDURANCE 44-32,203.13,0
12/3/2020,ENDURANCE 44-32,203.63,0
12/4/2020,ENDURANCE 44-32,214.06,0
12/5/2020,ENDURANCE 44-32,165.41,0
12/6/2020,ENDURANCE 44-32,155.35,0
12/7/2020,ENDURANCE 44-32,165.12,0
12/8/2020,ENDURANCE 44-32,164.86,0
12/9/2020,ENDURANCE 44-32,153.45,0
12/10/2020,ENDURANCE 44-32,169.5,0
12/11/2020,ENDURANCE 44-32,159.74,0
12/12/2020,ENDURANCE 44-32,177.48,0
12/13/2020,ENDURANCE 44-32,192.4,0
12/14/2020,ENDURANCE 44-32,199.76,0
12/15/2020,ENDURANCE 44-32,196.6,0
12/16/2020,ENDURANCE 44-32,192.35,0
12/17/2020,ENDURANCE 44-32,202.39,0
12/18/2020,ENDURANCE 44-32,198.99,0
12/19/2020,ENDURANCE 44-32,206.57,0
12/20/2020,ENDURANCE 44-32,197.28,0
12/21/2020,ENDURANCE 44-32,208.26,0
12/22/2020,ENDURANCE 44-32,208.93,0
12/23/2020,ENDURANCE 44-32,179.96,0
12/24/2020,ENDURANCE 44-32,193.92,0
12/25/2020,ENDURANCE 44-32,171,0
12/26/2020,ENDURANCE 44-32,186.71,0
12/27/2020,ENDURANCE 44-32,163.03,0
12/28/2020,ENDURANCE 44-32,148.43,0
12/29/2020,ENDURANCE 44-32,185.26,0
12/30/2020,ENDURANCE 44-32,200.97,0
12/31/2020,ENDURANCE 44-32,198.09,0
12/1/2020,ENDURANCE UNIT 23-5,136.26,0
12/2/2020,ENDURANCE UNIT 23-5,156.12,0
12/3/2020,ENDURANCE UNIT 23-5,155.38,0
12/4/2020,ENDURANCE UNIT 23-5,144.64,0
12/5/2020,ENDURANCE UNIT 23-5,122.55,0
12/6/2020,ENDURANCE UNIT 23-5,131.5,0
12/7/2020,ENDURANCE UNIT 23-5,134.9,0
12/8/2020,ENDURANCE UNIT 23-5,136.65,0
12/9/2020,ENDURANCE UNIT 23-5,133.86,0
12/10/2020,ENDURANCE UNIT 23-5,132.53,0
12/11/2020,ENDURANCE UNIT 23-5,118.32,0
12/12/2020,ENDURANCE UNIT 23-5,126.75,0
12/13/2020,ENDURANCE UNIT 23-5,149.09,0
12/14/2020,ENDURANCE UNIT 23-5,145.54,0
12/15/2020,ENDURANCE UNIT 23-5,137.32,0
12/16/2020,ENDURANCE UNIT 23-5,114.51,0
12/17/2020,ENDURANCE UNIT 23-5,168.53,0
12/18/2020,ENDURANCE UNIT 23-5,161.65,0
12/19/2020,ENDURANCE UNIT 23-5,148.39,0
12/20/2020,ENDURANCE UNIT 23-5,158.76,0
12/21/2020,ENDURANCE UNIT 23-5,145.11,0
12/22/2020,ENDURANCE UNIT 23-5,155.88,0
12/23/2020,ENDURANCE UNIT 23-5,154.26,0
12/24/2020,ENDURANCE UNIT 23-5,153.27,0
12/25/2020,ENDURANCE UNIT 23-5,153.75,0
12/26/2020,ENDURANCE UNIT 23-5,150.32,0
12/27/2020,ENDURANCE UNIT 23-5,155.34,0
12/28/2020,ENDURANCE UNIT 23-5,153.64,0
12/29/2020,ENDURANCE UNIT 23-5,146.66,0
12/30/2020,ENDURANCE UNIT 23-5,125.15,0
12/31/2020,ENDURANCE UNIT 23-5,126.75,0
12/1/2020,ENDURANCE UNIT 42-5,151,151
12/2/2020,ENDURANCE UNIT 42-5,150,150
12/3/2020,ENDURANCE UNIT 42-5,146,146
12/4/2020,ENDURANCE UNIT 42-5,151,151
12/5/2020,ENDURANCE UNIT 42-5,144,144
